"addr1";"addr2";"areacode";"booktour";"cat1";"cat2";"cat3";"contentid";"contenttypeid";"createdtime";"firstimage";"firstimage2";"cpyrhtDivCd";"mapx";"mapy";"mlevel";"modifiedtime";"sigungucode";"tel";"title";"zipcode";"visitNo"
"강진군 도암면 다산로 766-20";"";"38";"0";"A02";"A0206";"A02060100";"2371605";"14";"20160303184816";"http://tong.visitkorea.or.kr/cms/resource/03/2371603_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/03/2371603_image2_1.jpg";"Type3";"126.7499697869";"34.5764473762";"6";"20230228150554";"1";"";"다산박물관";"59248";0
"사천시 서포면 비토안길 104-16";"(서포면) 일대";"36";"0";"A01";"A0101";"A01011300";"2371675";"12";"20160304020352";"http://tong.visitkorea.or.kr/cms/resource/68/2371668_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/68/2371668_image2_1.jpg";"Type3";"127.9728330850";"34.9749735376";"6";"20230610082101";"8";"055-835-1023";"비토섬";"52545";0
"강서구 방화대로49길 6-7";"";"1";"";"A05";"A0502";"A05020100";"2371881";"39";"20160304184642";"http://tong.visitkorea.or.kr/cms/resource/27/2371727_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/27/2371727_image3_1.jpg";"Type3";"126.8161299653";"37.5774278543";"6";"20230530155635";"4";"02-2665-1205";"고성막국수";"07512";0
"안산시 단원구 대부황금로 1479";"";"31";"";"A05";"A0502";"A05020100";"2371884";"39";"20160304185029";"http://tong.visitkorea.or.kr/cms/resource/26/2371926_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/26/2371926_image2_1.JPG";"Type3";"126.5736157018";"37.2867878841";"6";"20231011164021";"15";"032-881-4424";"사또횟집";"15638";0
"강진군 병영면 병영성로 92";"";"38";"";"A05";"A0502";"A05020100";"2371885";"39";"20160304185304";"http://tong.visitkorea.or.kr/cms/resource/32/2371932_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/32/2371932_image2_1.jpg";"Type3";"126.8170939017";"34.7129026179";"6";"20230911162158";"1";"061-433-1282";"설성식당";"59214";0
"강진군 도암면 백도로 2059-7";"";"38";"";"A05";"A0502";"A05020100";"2371886";"39";"20160304185325";"http://tong.visitkorea.or.kr/cms/resource/36/2371936_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/36/2371936_image2_1.jpg";"Type3";"126.7238614177";"34.5579323546";"6";"20240130140115";"1";"061-434-6660";"석문정";"59250";0
"충주시 동량면 조동1길 69";"";"33";"";"A05";"A0502";"A05020100";"2371958";"39";"20160305004736";"http://tong.visitkorea.or.kr/cms/resource/75/2050575_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/75/2050575_image3_1.jpg";"Type3";"127.9676746747";"37.0273429530";"6";"20231205152738";"11";"043-851-3773";"거궁회관";"27320";0
"공주시 반포면 임금봉길 32-23";"";"34";"";"B02";"B0201";"B02010900";"2373162";"32";"20160316234311";"http://tong.visitkorea.or.kr/cms/resource/41/2373141_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/41/2373141_image2_1.jpg";"Type3";"127.2533654689";"36.3670919426";"6";"20240227142945";"1";"042-825-1181";"동학사 발리모텔";"32626";0
"중구 소파로 126";"(예장동)";"1";"0";"A02";"A0201";"A02010700";"2373206";"12";"20160317012629";"http://tong.visitkorea.or.kr/cms/resource/71/2373171_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/71/2373171_image2_1.jpg";"Type3";"126.9879259478";"37.5584081377";"6";"20231211103551";"24";"";"김익상 의거지";"04628";0
"서귀포시 염돈로28번길 11";"(강정동)";"39";"";"B02";"B0201";"B02010700";"2374023";"32";"20160322181227";"http://tong.visitkorea.or.kr/cms/resource/20/2374020_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/20/2374020_image2_1.JPG";"Type3";"126.4948867436";"33.2531627063";"6";"20240220170651";"3";"064-739-9756";"샘모루펜션";"63558";0
"부여군 규암면 호암리 234-2";"";"34";"";"A03";"A0303";"A03030100";"2374131";"28";"20160323002956";"http://tong.visitkorea.or.kr/cms/resource/84/3112484_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/84/3112484_image3_1.jpg";"Type3";"126.9159168914";"36.3021240253";"6";"20240403102128";"6";"1833-8982";"백마강레저파크";"33114";0
"서귀포시 칠십리로 42";"";"39";"";"A05";"A0502";"A05020100";"2374199";"39";"20160323015548";"http://tong.visitkorea.or.kr/cms/resource/83/2374183_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/83/2374183_image2_1.jpg";"Type3";"126.5614062527";"33.2409484408";"6";"20230228131429";"3";"064-763-2237";"나운터횟집";"63596";0
"창원시 마산합포구 가포순환로 109";"(가포동)";"36";"";"A05";"A0502";"A05020900";"2375064";"39";"20160328194635";"http://tong.visitkorea.or.kr/cms/resource/01/2374801_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/01/2374801_image3_1.jpg";"Type3";"128.5745890909";"35.1741258216";"6";"20240109112030";"16";"055-243-0050";"브라운핸즈 마산점";"51755";0
"남구 앞산순환로 365";"";"4";"";"A02";"A0207";"A02070200";"2375382";"15";"20160329194338";"http://tong.visitkorea.or.kr/cms/resource/33/2986333_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/33/2986333_image3_1.jpg";"Type3";"128.5657357794";"35.8324431329";"6";"20240206130654";"1";"053-664-3262";"대구앞산축제";"42495";0
"평창군 봉평면 흥정계곡길 72";"";"32";"";"B02";"B0201";"B02010700";"2376711";"32";"20160406222558";"http://tong.visitkorea.or.kr/cms/resource/93/2376693_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/93/2376693_image2_1.JPG";"Type3";"128.3519002081";"37.6272975840";"6";"20230702181506";"15";"010-5213-3200";"가을동화펜션";"25300";0
"김해시 가야테마길 161";"";"36";"";"A03";"A0302";"A03021700";"2377274";"28";"20160408185220";"http://tong.visitkorea.or.kr/cms/resource/62/2377262_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/62/2377262_image2_1.JPG";"Type3";"128.8937757956";"35.2516757215";"6";"20230403135615";"4";"";"김해카라반르몽드";"50833";0
"동래구 온천장로 69-1";"";"6";"";"A05";"A0502";"A05020300";"2377647";"39";"20160412181921";"http://tong.visitkorea.or.kr/cms/resource/44/2377644_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/44/2377644_image2_1.jpg";"Type3";"129.0816714660";"35.2176552238";"6";"20231006104716";"6";"051-553-3511";"동신참치";"47712";0
"파주시 회동길 530-20";"";"31";"0";"A02";"A0206";"A02060600";"2377785";"14";"20160413004257";"http://tong.visitkorea.or.kr/cms/resource/82/2377782_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/82/2377782_image2_1.jpg";"Type3";"126.6933704071";"37.7233670117";"6";"20230610082146";"27";"";"명필름아트센터";"10881";0
"성북구 도봉로3길 15";"";"1";"";"A05";"A0502";"A05020900";"2378522";"39";"20160418185757";"http://tong.visitkorea.or.kr/cms/resource/16/2378516_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/16/2378516_image2_1.JPG";"Type3";"127.0292207093";"37.6103889490";"6";"20230915105731";"17";"02-988-4730";"동다헌";"02729";0
"부여군 부여읍 궁남로 38";"";"34";"";"A05";"A0502";"A05020100";"2379161";"39";"20160420190228";"http://tong.visitkorea.or.kr/cms/resource/39/2379139_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/39/2379139_image2_1.jpg";"Type3";"126.9130345890";"36.2729911999";"6";"20230825112148";"6";"041-832-0282";"사비향";"33167";0
"도봉구 도봉로169길 202";"(도봉동)";"1";"";"A05";"A0502";"A05020200";"2379200";"39";"20160420201108";"http://tong.visitkorea.or.kr/cms/resource/95/2379195_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/95/2379195_image2_1.jpg";"Type3";"127.0353932201";"37.6779978638";"6";"20230131130624";"10";"02-955-7722";"메이다이닝";"01313";0
"부여군 양화면 충절로 290";"";"34";"";"A05";"A0502";"A05020100";"2379299";"39";"20160421184644";"http://tong.visitkorea.or.kr/cms/resource/91/2379291_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/91/2379291_image2_1.jpg";"Type3";"126.8643899249";"36.1305038795";"6";"20231102093832";"6";"041-832-0920";"금강농원가든";"33215";0
"괴산군 칠성면 명태재로 265";"";"33";"0";"A02";"A0203";"A02030100";"2379539";"12";"20160422220838";"http://tong.visitkorea.or.kr/cms/resource/28/1910428_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/28/1910428_image3_1.jpg";"Type3";"127.8389382982";"36.7594269341";"6";"20231204180427";"1";"";"비학봉마을";"28016";0
"고흥군 도양읍 장기산선암길 353";"";"38";"0";"A01";"A0101";"A01010500";"2379568";"14";"20160422223829";"http://tong.visitkorea.or.kr/cms/resource/47/2379847_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/47/2379847_image2_1.jpg";"Type3";"127.1250541164";"34.5526312994";"6";"20230713155448";"2";"";"고흥우주천문과학관";"59552";0
"횡성군 둔내면 두원1길 20-7";"";"32";"";"B02";"B0201";"B02010700";"2380348";"32";"20160426222644";"http://tong.visitkorea.or.kr/cms/resource/37/2380337_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/37/2380337_image2_1.jpg";"Type3";"128.2470441167";"37.4972550827";"6";"20231018113823";"18";"010-3930-0025";"모던힐펜션";"25263";0
"달성군 화원읍 명천로 244";"";"4";"";"A05";"A0502";"A05020100";"2380402";"39";"20160426234800";"http://tong.visitkorea.or.kr/cms/resource/73/2380373_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/73/2380373_image2_1.JPG";"Type3";"128.4921820803";"35.7987400401";"6";"20230221182437";"3";"053-639-6766";"고구려숯불갈비";"42956";0
"횡성군 둔내면 용현로 466-12";"";"32";"";"B02";"B0201";"B02010700";"2380443";"32";"20160427000204";"http://tong.visitkorea.or.kr/cms/resource/93/2380393_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/93/2380393_image2_1.jpg";"Type3";"128.2572336323";"37.5386254914";"6";"20231011173132";"18";"033-345-6166";"별무리펜션";"25261";0
"서천군 마서면 합전길 77";"(마서면)";"34";"0";"A02";"A0203";"A02030100";"2380470";"12";"20160427013846";"http://tong.visitkorea.or.kr/cms/resource/60/509860_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/60/509860_image3_1.jpg";"Type3";"126.6691734381";"36.0482071544";"6";"20230320104219";"8";"";"동백꽃마을";"33652";0
"고흥군 영남면 해맞이로 840";"";"38";"0";"A02";"A0205";"A02050600";"2380835";"12";"20160427034204";"http://tong.visitkorea.or.kr/cms/resource/90/2662690_image2_1.bmp";"http://tong.visitkorea.or.kr/cms/resource/90/2662690_image2_1.bmp";"Type3";"127.4923045005";"34.5850116756";"6";"20240311132025";"2";"";"고흥우주발사전망대";"59521";0
"고흥군 포두면 상오길 65";"";"38";"0";"A02";"A0203";"A02030100";"2380836";"12";"20160427035206";"http://tong.visitkorea.or.kr/cms/resource/84/2380884_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/84/2380884_image2_1.jpg";"Type3";"127.4046402139";"34.5742363867";"6";"20231012172924";"2";"";"별나로마을";"59523";0
"익산시 성당면 두동길 95";"";"37";"0";"A01";"A0101";"A01010400";"2381393";"12";"20160429191247";"http://tong.visitkorea.or.kr/cms/resource/22/2384022_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/22/2384022_image2_1.jpg";"Type3";"126.9174412818";"36.1096016303";"6";"20240131110823";"9";"";"두동편백나무숲";"54504";0
"해운대구 달맞이길 120";"(중동)";"6";"";"A03";"A0302";"A03022700";"2381567";"28";"20160430001154";"http://tong.visitkorea.or.kr/cms/resource/41/2368441_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/41/2368441_image3_1.jpg";"Type3";"129.1756010591";"35.1574970351";"6";"20240308163418";"16";"";"문탠로드";"48098";0
"제천시 백운면 덕동로2길 23-26";"";"33";"";"A03";"A0302";"A03021700";"2381740";"28";"20160502220323";"http://tong.visitkorea.or.kr/cms/resource/17/2381717_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/17/2381717_image2_1.jpg";"Type3";"127.9569229378";"37.2172597616";"6";"20230308154824";"7";"";"덕동골캠핑장";"27101";0
"강남구 언주로 536";"";"1";"";"A05";"A0502";"A05020100";"2382657";"39";"20160505024513";"http://tong.visitkorea.or.kr/cms/resource/42/2382642_image2_1.jpeg";"http://tong.visitkorea.or.kr/cms/resource/42/2382642_image2_1.jpeg";"Type3";"127.0413447839";"37.5061734979";"6";"20230905162325";"1";"02-501-2050";"꽃새우 영번지";"06147";0
"동작구 노들로 674";"(노량진동)";"1";"";"A05";"A0502";"A05020100";"2383448";"39";"20160512184003";"http://tong.visitkorea.or.kr/cms/resource/44/2383444_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/44/2383444_image2_1.JPG";"Type3";"126.9368568295";"37.5149233858";"6";"20230530170315";"12";"";"미자식당";"06900";0
"양양군 서면 오색리 산1-71";"";"32";"0";"A01";"A0101";"A01010900";"2383582";"12";"20160513220605";"http://tong.visitkorea.or.kr/cms/resource/51/1955851_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/51/1955851_image3_1.jpg";"Type3";"128.4208104736";"38.0885564965";"6";"20231122164607";"7";"";"설악산 흘림골";"25033";0
"동작구 현충로 75 원불교100년기념관 및 역사문화기념관";"1층";"1";"";"A02";"A0207";"A02070200";"2383974";"15";"20160516200321";"http://tong.visitkorea.or.kr/cms/resource/30/2617830_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/30/2617830_image2_1.jpg";"Type3";"126.9638739574";"37.5098105750";"6";"20240206130654";"23";"02-861-3020";"모두하나대축제";"06904";0
"동작구 노들로 674";"";"1";"";"A05";"A0502";"A05020100";"2384136";"39";"20160517223224";"http://tong.visitkorea.or.kr/cms/resource/34/2384134_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/34/2384134_image2_1.JPG";"Type3";"126.9355902885";"37.5145456302";"6";"20231229101557";"12";"02-2254-7988";"또순이";"06900";0
"중구 서성로16길 46-5";"";"4";"";"B02";"B0201";"B02010700";"2384350";"32";"20160519222532";"http://tong.visitkorea.or.kr/cms/resource/48/2384348_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/48/2384348_image2_1.jpg";"Type3";"128.5901741636";"35.8730750953";"6";"20230531173233";"8";"010-9635-0053";"더한옥&스파";"41919";0
"철원군 철원읍 평화로 3591";"";"32";"0";"A02";"A0205";"A02050100";"2385045";"12";"20160525012206";"http://tong.visitkorea.or.kr/cms/resource/40/2385040_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/40/2385040_image2_1.jpg";"Type3";"127.1663088494";"38.2575770502";"6";"20230717142805";"12";"";"금강산전기철도교량";"24000";0
"강릉시 연곡면 부연동길 895";"";"32";"";"B02";"B0201";"B02010700";"2386866";"32";"20160603194853";"http://tong.visitkorea.or.kr/cms/resource/43/2386843_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/43/2386843_image2_1.jpg";"Type3";"128.6351531058";"37.8777434514";"6";"20231011112933";"1";"010-4830-3583";"부연계곡그집";"25400";0
"하동군 금남면 대도길 122";"";"36";"0";"A01";"A0101";"A01011300";"2387088";"12";"20160609003424";"http://tong.visitkorea.or.kr/cms/resource/50/2389650_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/50/2389650_image2_1.jpg";"Type3";"127.8322770607";"34.9319481233";"6";"20230629132124";"18";"";"대도";"52352";0
"부여군 부여읍 나루터로 25";"";"34";"";"A05";"A0502";"A05020100";"2389603";"39";"20160623181811";"http://tong.visitkorea.or.kr/cms/resource/99/2389599_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/99/2389599_image2_1.JPG";"Type3";"126.9100012120";"36.2848870071";"6";"20230220173249";"6";"041-832-1122";"구드래 한우타운";"33139";0
"단양군 가곡면 어의곡리";"";"33";"0";"A01";"A0101";"A01010900";"2389640";"12";"20160623192839";"http://tong.visitkorea.or.kr/cms/resource/42/2389642_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/42/2389642_image2_1.jpg";"Type3";"128.4599038865";"36.9887732344";"6";"20240201134544";"2";"";"새밭계곡";"27023";0
"사천시 곤명면 금성들길 55";"";"36";"0";"A02";"A0203";"A02030100";"2389967";"12";"20160624031542";"http://tong.visitkorea.or.kr/cms/resource/63/2389963_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/63/2389963_image2_1.jpg";"Type3";"127.9688707708";"35.1409742647";"6";"20240108162028";"8";"";"사천녹차단지";"52501";0
"사천시 곤명면 초량길 27-3";"";"36";"0";"A02";"A0203";"A02030100";"2389968";"12";"20160624032439";"http://tong.visitkorea.or.kr/cms/resource/71/2389971_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/71/2389971_image2_1.JPG";"Type3";"127.9235978766";"35.1060440602";"6";"20230221142901";"8";"";"다슬기 초량마을";"52500";0
"서귀포시 안덕면 동광로 126";"";"39";"0";"A02";"A0203";"A02030100";"2390111";"12";"20160627223546";"http://tong.visitkorea.or.kr/cms/resource/15/3024315_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/15/3024315_image3_1.jpg";"Type3";"126.3399267501";"33.3076403586";"6";"20231025101219";"3";"";"동광리농촌체험마을";"63523";0
"해운대구 달맞이길 239-16";"";"6";"";"A05";"A0502";"A05020900";"2390133";"39";"20160627233135";"http://tong.visitkorea.or.kr/cms/resource/21/2390121_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/21/2390121_image2_1.jpg";"Type3";"129.1850750980";"35.1624966512";"6";"20230622100532";"16";"051-746-0705";"비비비당";"48115";0
"마포구 양화로 지하 188";"";"1";"0";"A04";"A0401";"A04010600";"2390957";"12";"20160701031215";"http://tong.visitkorea.or.kr/cms/resource/29/2391429_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/29/2391429_image2_1.jpg";"Type3";"126.9279647971";"37.5565850529";"6";"20230921171358";"13";"";"라온트래블스토리지";"04051";0
"서구 한밭대로570번길 29-20";"(월평동)";"3";"";"B02";"B0201";"B02010900";"2392995";"32";"20160714183840";"http://tong.visitkorea.or.kr/cms/resource/76/2392976_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/76/2392976_image2_1.JPG";"Type3";"127.3632670174";"36.3569839334";"6";"20240229173356";"3";"";"디 엠프레스 호텔";"35222";0
"부산진구 부전로 67";"";"6";"";"B02";"B0201";"B02010100";"2393422";"32";"20160715223859";"http://tong.visitkorea.or.kr/cms/resource/07/2393407_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/07/2393407_image2_1.jpg";"Type3";"129.0543533051";"35.1562338226";"6";"20231010172654";"7";"051-808-2000";"부산비즈니스호텔";"47284";0
"광양시 옥룡면 동곡리";"";"38";"0";"A01";"A0101";"A01010800";"2394017";"12";"20160720003313";"http://tong.visitkorea.or.kr/cms/resource/13/2394013_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/13/2394013_image2_1.jpg";"Type3";"127.5996928152";"35.1127181966";"6";"20230130175038";"4";"";"백운산 구시폭포";"57702";0
"광양시 진상면 신황길 66";"";"38";"0";"A02";"A0203";"A02030100";"2394316";"12";"20160721181355";"http://tong.visitkorea.or.kr/cms/resource/32/2394332_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/32/2394332_image2_1.jpg";"Type3";"127.6868311530";"35.0525487052";"6";"20231205151244";"4";"";"백학동마을";"57705";0
"진주시 남강로1번길 133";"";"36";"";"A05";"A0502";"A05020200";"2394375";"39";"20160721200622";"http://tong.visitkorea.or.kr/cms/resource/62/2394362_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/62/2394362_image2_1.JPG";"Type3";"128.0338085971";"35.1761131288";"6";"20230817155456";"13";"055-747-4257";"노블레스 레스토랑";"52648";0
"평창군 미탄면 마하길 41-5";"";"32";"";"A03";"A0305";"A03050100";"2394618";"28";"20160725184941";"http://tong.visitkorea.or.kr/cms/resource/10/2394610_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/10/2394610_image2_1.JPG";"Type3";"128.5410987766";"37.2917010437";"6";"20230701135522";"15";"";"동강레포츠";"25384";0
"중구 경상감영길 99 감영공원";"";"4";"";"A02";"A0207";"A02070200";"2396313";"15";"20160804023122";"http://tong.visitkorea.or.kr/cms/resource/17/2993817_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/17/2993817_image3_1.JPG";"Type3";"128.5922684456";"35.8722891118";"6";"20240206130654";"8";"053-661-2191";"대구 문화재 야행";"41918";0
"김포시 대곶면 대명항1로 110-36";"";"31";"0";"A02";"A0202";"A02020600";"2396844";"12";"20160805235407";"http://tong.visitkorea.or.kr/cms/resource/51/2396851_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/51/2396851_image2_1.jpg";"Type3";"126.5393173758";"37.6407572428";"6";"20230502192644";"8";"";"김포함상공원";"10041";49108
"김포시 김포대로 1009-49";"";"31";"";"A04";"A0401";"A04010600";"2396929";"38";"20160806011219";"http://tong.visitkorea.or.kr/cms/resource/16/2396916_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/16/2396916_image2_1.jpg";"Type3";"126.7008389971";"37.6307001603";"6";"20230610082315";"8";"031-981-8456";"김포로컬푸드";"10100";0
"양평군 용문면 청용길 13-6";"";"31";"0";"A02";"A0203";"A02030100";"2397543";"12";"20160808231635";"http://tong.visitkorea.or.kr/cms/resource/02/2398302_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/02/2398302_image2_1.JPG";"Type3";"127.6123259329";"37.5171937154";"6";"20231220171049";"19";"";"모꼬지마을";"12511";0
"광주시 도척면 얼음골길19번길 33";"";"31";"0";"A02";"A0206";"A02060500";"2398146";"12";"20160809221419";"http://tong.visitkorea.or.kr/cms/resource/51/2398151_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/51/2398151_image2_1.JPG";"Type3";"127.3070257279";"37.3271184925";"6";"20230610082329";"5";"";"백향꽃누르미갤러리";"12809";0
"영등포구 디지털로37나길 21";"";"1";"0";"A02";"A0203";"A02030600";"2402981";"12";"20160820023653";"http://tong.visitkorea.or.kr/cms/resource/89/2029889_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/89/2029889_image3_1.jpg";"Type3";"126.8999497350";"37.4916670951";"6";"20231120093312";"20";"";"대림동 차이나타운";"07419";0
"김포시 양촌읍 양곡2로30번길 46";"";"31";"0";"A02";"A0206";"A02060200";"2405073";"14";"20160825003232";"http://tong.visitkorea.or.kr/cms/resource/43/2405043_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/43/2405043_image2_1.jpg";"Type3";"126.6295559905";"37.6533268175";"6";"20231123105434";"8";"";"김포독립운동기념관";"10062";0
"칠곡군 가산면 호국로 1486";"";"35";"0";"A02";"A0206";"A02060200";"2406077";"14";"20160830014614";"http://tong.visitkorea.or.kr/cms/resource/57/3062857_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/57/3062857_image3_1.jpg";"Type3";"128.5188756149";"36.0464457944";"6";"20231211162503";"22";"";"다부동전적기념관";"39851";0
"포항시 북구 흥해읍 해안로 1712";"";"35";"0";"A02";"A0202";"A02020700";"2406101";"12";"20160830015738";"http://tong.visitkorea.or.kr/cms/resource/90/2405190_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/90/2405190_image3_1.jpg";"Type3";"129.3966673612";"36.1562804096";"6";"20231209141348";"23";"";"사방기념공원";"37530";0
"관악구 중앙동";"";"1";"";"A03";"A0302";"A03022700";"2406545";"28";"20160831001142";"http://tong.visitkorea.or.kr/cms/resource/37/2405137_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/37/2405137_image3_1.jpg";"Type3";"126.9657867851";"37.4426850694";"6";"20231204172643";"5";"";"관악산 자락길";"08825";0
"성북구 솔샘로25가길 8";"";"1";"";"A03";"A0302";"A03022700";"2406564";"28";"20160831004250";"http://tong.visitkorea.or.kr/cms/resource/43/2405143_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/43/2405143_image3_1.jpg";"Type3";"127.0053837227";"37.6199235229";"6";"20230808103030";"17";"";"북한산 자락길";"02701";0
"유성구 수통골로 47-3";"";"3";"";"A03";"A0302";"A03022700";"2407314";"28";"20160902000003";"http://tong.visitkorea.or.kr/cms/resource/50/2661850_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/50/2661850_image2_1.jpg";"Type3";"127.2885962357";"36.3453478312";"6";"20240306173923";"4";"";"계룡산 수통골";"34154";0
"태안군 안면읍 백사장1길 120";"";"34";"0";"A01";"A0101";"A01011400";"2407331";"12";"20160902010335";"http://tong.visitkorea.or.kr/cms/resource/82/2405182_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/82/2405182_image3_1.jpg";"Type3";"126.3152801593";"36.5856977884";"6";"20231205174639";"14";"";"백사장항";"32162";0
"성주군 수륜면 성주가야산로 795-6";"";"35";"";"B02";"B0201";"B02010900";"2413322";"32";"20160908232041";"http://tong.visitkorea.or.kr/cms/resource/17/2413217_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/17/2413217_image2_1.jpg";"Type3";"128.1845222744";"35.8290282244";"6";"20240221141127";"10";"054-933-4882<br />054-931-6101";"백운호텔";"40064";0
"성주군 수륜면 참별로 1415-16";"";"35";"";"B02";"B0201";"B02010900";"2413542";"32";"20160909004247";"http://tong.visitkorea.or.kr/cms/resource/80/2413480_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/80/2413480_image2_1.jpg";"Type3";"128.1792077024";"35.8711900157";"6";"20231018165646";"10";"010-5520-6787";"나포리모텔";"40065";0
"합천군 가야면 가야산로 1783";"";"36";"0";"A03";"A0302";"A03022700";"2414679";"12";"20160909231524";"http://tong.visitkorea.or.kr/cms/resource/49/1963749_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/49/1963749_image3_1.jpg";"Type3";"128.0909093551";"35.7911141625";"6";"20231107172432";"21";"";"가야산 소리길";"50200";0
"강릉시 창해로14번길 20-1";"";"32";"0";"A02";"A0203";"A02030600";"2414791";"12";"20160909234953";"http://tong.visitkorea.or.kr/cms/resource/64/3078764_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/64/3078764_image3_1.jpg";"Type3";"128.9473504054";"37.7726505813";"6";"20240418112610";"1";"";"강릉커피거리";"25556";0
"서귀포시 표선면 가시리 붉은오름 입구";"";"39";"";"A03";"A0302";"A03022700";"2414827";"28";"20160910000254";"http://tong.visitkorea.or.kr/cms/resource/90/2618490_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/90/2618490_image3_1.jpg";"Type3";"126.6757260497";"33.4014158790";"6";"20240227183608";"3";"";"사려니숲길";"63622";0
"태안군 원북면 구례포길 47-20";"";"34";"";"A03";"A0302";"A03022700";"2414848";"28";"20160910001358";"http://tong.visitkorea.or.kr/cms/resource/84/2405184_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/84/2405184_image3_1.jpg";"Type3";"126.1983272967";"36.8858667134";"6";"20231109152019";"14";"";"구례포천사길";"32106";0
"정읍시 내장호반로 194-28";"(쌍암동)";"37";"0";"A01";"A0101";"A01010700";"2414865";"12";"202401181743";"http://tong.visitkorea.or.kr/cms/resource/60/2405160_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/60/2405160_image3_1.jpg";"Type3";"126.8981779623";"35.5099112372";"6";"20240118174312";"13";"";"내장산수목원";"56199";0
